created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-01-30T03:12:07Z,1619896212509040600,1619896212509040641,"“Burrowhead, my ass. It’s Mahomes’ House.” - Travis Kelce 🔥🔥🔥 https://t.co/EJ6NMGjFo8","“Burrowhead, my ass. It’s Mahomes’ House.” - Travis Kelce 🔥🔥🔥 https://t.co/EJ6NMGjFo8",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,74,516,FALSE,wjakethompson,FALSE,NA,en,FALSE,NA,61,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T03:09:18Z,1619895501259939800,1619895501259939841,"“Burrowhead, my ass!”

 https://t.co/vKCt7KSZ84","“Burrowhead, my ass!”

 https://t.co/vKCt7KSZ84",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3269,10159,FALSE,wjakethompson,FALSE,NA,en,FALSE,NA,47,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T03:03:05Z,1619893936604192800,1619893936604192768,Who is Dey?,Who is Dey?,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4327,28851,FALSE,wjakethompson,FALSE,NA,en,NA,NA,11,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-20T17:21:48Z,1616486160762536e3,1616486160762535946,"I'm still new to using it, but I want to share the magic that is the notetaking app Obsidian (@obsdmd). As a researcher, this program is amazing. It's often referred to as a ""second brain"", which is 100% true. I'm still figuring out my system, but this is how I use it so far.","I'm still new to using it, but I want to share the magic that is the notetaking app Obsidian (@obsdmd). As a researcher, this program is amazing. It's often referred to as a ""second brain"", which is 100% true. I'm still figuring out my system, but this is how I use it so far.",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,48,FALSE,wjakethompson,FALSE,NA,en,NA,NA,276,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-20T09:03:00Z,1616360635884781600,1616360635884781568,"NEW PAPER 
Sample size for prediction models with a multinomial outcome

Journal version (paywall) 👉https://t.co/PEjsviyWwQ
Preprint 👉 https://t.co/FmftcXqFbB https://t.co/Yv73QpyIQ5","NEW PAPER 
Sample size for prediction models with a multinomial outcome

Journal version (paywall) 👉https://t.co/PEjsviyWwQ
Preprint 👉 https://t.co/FmftcXqFbB https://t.co/Yv73QpyIQ5",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,67,287,FALSE,wjakethompson,FALSE,NA,en,FALSE,NA,158,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-19T20:08:12Z,1616165651323973600,1616165651323973633,"StanCon 2023 Jun 20-23 @ Washington University in St. Louis! 

- Tutorials and workshops: Tue + Wed, June 20-21
- Conference: Thu + Fri, June 22-23

- Registration and submission open soon. Early bird price till March 31.

https://t.co/Qd7hfqfYph","StanCon 2023 Jun 20-23 @ Washington University in St. Louis! 

- Tutorials and workshops: Tue + Wed, June 20-21
- Conference: Thu + Fri, June 22-23

- Registration and submission open soon. Early bird price till March 31.

https://t.co/Qd7hfqfYph",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,26,FALSE,wjakethompson,FALSE,NA,en,FALSE,NA,246,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-06T22:26:59Z,1611489534377689e3,1611489534377689090,"For folks teaching methods/stats in the Spring using #rstats, I just updated my installation tutorial that went really well in terms of minimizing headaches last semester. qmd+html is here: https://t.co/RpiFjwdNQ3

You can embed html files directly in your LMS for easy access","For folks teaching methods/stats in the Spring using #rstats, I just updated my installation tutorial that went really well in terms of minimizing headaches last semester. qmd+html is here: https://t.co/RpiFjwdNQ3

You can embed html files directly in your LMS for easy access",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,17,106,FALSE,wjakethompson,FALSE,NA,en,FALSE,NA,276,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-06T12:17:31Z,1611336156871905300,1611336156871905280,Confused by all the different permutations of a potential neutral site AFC Title game? Our friends at ⁦@NFLResearch⁩ made a nice chart https://t.co/pXHTfvkUoh,Confused by all the different permutations of a potential neutral site AFC Title game? Our friends at ⁦@NFLResearch⁩ made a nice chart https://t.co/pXHTfvkUoh,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,621,3585,FALSE,wjakethompson,FALSE,NA,en,FALSE,NA,134,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-03T00:59:10Z,1610078278685003800,1610078278685003776,"@AmandaKMontoya Yes, but then we would have to actually pay attention to it and reject models that have small p values 😜

Maydeu-Olivares has done my favorite work on this fun question https://t.co/4UWVzzFqPi and https://t.co/eE8asEhMy6","@AmandaKMontoya Yes, but then we would have to actually pay attention to it and reject models that have small p values 😜

Maydeu-Olivares has done my favorite work on this fun question https://t.co/4UWVzzFqPi and https://t.co/eE8asEhMy6",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1610057817653915600,1610057817653915649,3804784017,3804784017,AmandaKMontoya,,,,NA,FALSE,0,13,FALSE,wjakethompson,FALSE,NA,en,FALSE,NA,236,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-03T00:46:00Z,1610074966107779e3,1610074966107779074,@ajordannafa im sorry you are finding resources difficult. this page has some cv to resume resources. https://t.co/Kz3iP6jiIS,@ajordannafa im sorry you are finding resources difficult. this page has some cv to resume resources. https://t.co/Kz3iP6jiIS,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1610046032796176400,1610046032796176387,1031429616668430300,1031429616668430336,ajordannafa,,,,NA,FALSE,0,2,FALSE,wjakethompson,FALSE,NA,en,FALSE,NA,125,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
